birthYear,birthDate,deathYear,deathCause_label,profession
1849-01-01T00:00:00+02:00,1849-05-27,1938-01-01T00:00:00+02:00,cardiovascular_problems,German-American businessperson
1850-01-01T00:00:00+02:00,1850-09-23,1914-01-01T00:00:00+02:00,cardiovascular_problems,Businessperson
1851-01-01T00:00:00+02:00,1851-11-16,1907-01-01T00:00:00+02:00,cardiovascular_problems,Geologist and children's writer
1854-01-01T00:00:00+02:00,1854-02-16,1934-01-01T00:00:00+02:00,cardiovascular_problems,English theosophist
1854-01-01T00:00:00+02:00,1854-10-18,1930-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1856-01-01T00:00:00+02:00,1856-08-12,1917-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1858-01-01T00:00:00+02:00,1858-01-21,1940-01-01T00:00:00+02:00,cardiovascular_problems,American boat builder
1858-01-01T00:00:00+02:00,1858-03-30,1935-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1859-01-01T00:00:00+02:00,1859-03-15,1932-01-01T00:00:00+02:00,cardiovascular_problems,President of Charles Schriber's Sons
1860-01-01T00:00:00+02:00,1860-01-09,1951-01-01T00:00:00+02:00,cardiovascular_problems,American baseball player
1860-01-01T00:00:00+02:00,1860-01-01T00:00:00+02:00,1912-01-01T00:00:00+02:00,natural_death,American naturalist
1860-01-01T00:00:00+02:00,1860-01-24,1938-01-01T00:00:00+02:00,cardiovascular_problems,American businesspeople
1860-01-01T00:00:00+02:00,1860-01-17,1952-01-01T00:00:00+02:00,cardiovascular_problems,Actor director screenwriter
1862-01-01T00:00:00+02:00,1862-08-10,1906-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1862-01-01T00:00:00+02:00,1862-09-20,1917-01-01T00:00:00+02:00,cardiovascular_problems,United States Assistant Secretary of the Interior
1862-01-01T00:00:00+02:00,1862-03-23,1950-01-01T00:00:00+02:00,natural_death,American gunman
1863-01-01T00:00:00+02:00,1863-07-28,1924-01-01T00:00:00+02:00,other_respiratory_problems,American politician
1864-01-01T00:00:00+02:00,1864-05-17,1944-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1864-01-01T00:00:00+02:00,1864-10-25,1920-01-01T00:00:00+02:00,pneumonia,American businessman
1865-01-01T00:00:00+02:00,1865-09-30,1945-01-01T00:00:00+02:00,accidents_murder_and_war,Swiss chemist
1866-01-01T00:00:00+02:00,1866-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,accidents_murder_and_war,Detective investigator prosecutor state councillor lawyer
1866-01-01T00:00:00+02:00,1866-02-12,1940-01-01T00:00:00+02:00,cardiovascular_problems,Slovak writer
1866-01-01T00:00:00+02:00,1866-02-26,1933-01-01T00:00:00+02:00,cardiovascular_problems,American businessman and railway executive
1867-01-01T00:00:00+02:00,1867-12-29,1931-01-01T00:00:00+02:00,cardiovascular_problems,newspaper publisher Democrat
1867-01-01T00:00:00+02:00,1867-07-13,1952-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1868-01-01T00:00:00+02:00,1868-04-20,1936-01-01T00:00:00+02:00,cardiovascular_problems,American mayor
1868-01-01T00:00:00+02:00,1868-09-13,1960-01-01T00:00:00+02:00,natural_death,Film and stage actress
1868-01-01T00:00:00+02:00,1868-05-17,1920-01-01T00:00:00+02:00,pneumonia,American businessman
1869-01-01T00:00:00+02:00,1869-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,accidents_murder_and_war,American housewife in Park County Colorado with tragic life story
1869-01-01T00:00:00+02:00,1869-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,pneumonia,American housewife in Park County Colorado with tragic life story
1870-01-01T00:00:00+02:00,1870-11-12,1952-01-01T00:00:00+02:00,cardiovascular_problems,Actor producer screenwriter
1870-01-01T00:00:00+02:00,1870-05-21,1944-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1870-01-01T00:00:00+02:00,1870-04-17,1934-01-01T00:00:00+02:00,cardiovascular_problems,American lighting engineer and inventor
1870-01-01T00:00:00+02:00,{1870-05-21|1870-10-20},1957-01-01T00:00:00+02:00,cardiovascular_problems,Foounder of Coleman Company; mayor of Wichita Kansas
1871-01-01T00:00:00+02:00,1871-02-12,1947-01-01T00:00:00+02:00,cardiovascular_problems,American playboy
1871-01-01T00:00:00+02:00,1871-11-18,1932-01-01T00:00:00+02:00,cardiovascular_problems,Spanish composer writer and impresario
1871-01-01T00:00:00+02:00,1871-11-18,1932-01-01T00:00:00+02:00,other_respiratory_problems,Spanish composer writer and impresario
1871-01-01T00:00:00+02:00,1871-09-05,1917-01-01T00:00:00+02:00,accidents_murder_and_war,American rowing coach
1873-01-01T00:00:00+02:00,1873-01-01T00:00:00+02:00,1933-01-01T00:00:00+02:00,accidents_murder_and_war,Irish vagrant
1873-01-01T00:00:00+02:00,1873-03-04,1957-01-01T00:00:00+02:00,cardiovascular_problems,American lawyer
1874-01-01T00:00:00+02:00,1874-03-28,1949-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1874-01-01T00:00:00+02:00,1874-10-05,1961-01-01T00:00:00+02:00,cardiovascular_problems,Actor director
1875-01-01T00:00:00+02:00,1875-06-06,1952-01-01T00:00:00+02:00,natural_death,Actor & Director
1875-01-01T00:00:00+02:00,1875-10-08,1934-01-01T00:00:00+02:00,cardiovascular_problems,Socialite
1875-01-01T00:00:00+02:00,1875-10-26,1958-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1875-01-01T00:00:00+02:00,1875-07-26,1965-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1875-01-01T00:00:00+02:00,1875-02-21,1997-01-01T00:00:00+02:00,natural_death,French supercentenarian who had the longest confirmed human life span in history
1876-01-01T00:00:00+02:00,{1876-01-01T00:00:00+02:00|1876-10-14},1951-01-01T00:00:00+02:00,cardiovascular_problems,AMerican theologian
1876-01-01T00:00:00+02:00,1876-01-22,1943-01-01T00:00:00+02:00,cardiovascular_problems,American magician
1877-01-01T00:00:00+02:00,1877-09-18,1952-01-01T00:00:00+02:00,cardiovascular_problems,Baptist clergyman
1878-01-01T00:00:00+02:00,1878-12-11,1911-01-01T00:00:00+02:00,accidents_murder_and_war,American aciator
1878-01-01T00:00:00+02:00,1878-03-13,1955-01-01T00:00:00+02:00,cardiovascular_problems,American artist
1878-01-01T00:00:00+02:00,1878-04-28,1954-01-01T00:00:00+02:00,cardiovascular_problems,Actor director screenwriter
1879-01-01T00:00:00+02:00,1879-01-01T00:00:00+02:00,1962-01-01T00:00:00+02:00,natural_death,U.S. Army officer who served as NYPD Police Commissioner during 1914; began two-year campaign to wipe out the many street gangs active in New York City.
1879-01-01T00:00:00+02:00,1879-10-15,1967-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1879-01-01T00:00:00+02:00,1879-06-27,1931-01-01T00:00:00+02:00,accidents_murder_and_war,American make-up artist
1879-01-01T00:00:00+02:00,1879-01-12,1912-01-01T00:00:00+02:00,accidents_murder_and_war,American aviator
1879-01-01T00:00:00+02:00,1879-09-06,1936-01-01T00:00:00+02:00,cardiovascular_problems,German actor
1879-01-01T00:00:00+02:00,1879-05-31,1960-01-01T00:00:00+02:00,cardiovascular_problems,Actress
{1880-01-01T00:00:00+02:00|1886-01-01T00:00:00+02:00},{1880-09-18|1886-01-01T00:00:00+02:00},1910-01-01T00:00:00+02:00,accidents_murder_and_war,American performer
1880-01-01T00:00:00+02:00,1880-09-24,1999-01-01T00:00:00+02:00,natural_death,American supercentenarian
1880-01-01T00:00:00+02:00,1880-10-19,1946-01-01T00:00:00+02:00,natural_death,Actor
1881-01-01T00:00:00+02:00,1881-08-14,1912-01-01T00:00:00+02:00,accidents_murder_and_war,American aviation pioneer
1881-01-01T00:00:00+02:00,1881-06-25,1962-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1882-01-01T00:00:00+02:00,1882-05-10,1958-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1882-01-01T00:00:00+02:00,1882-02-15,1942-01-01T00:00:00+02:00,pneumonia,American actor
1882-01-01T00:00:00+02:00,1882-10-20,1956-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1882-01-01T00:00:00+02:00,1882-09-03,1955-01-01T00:00:00+02:00,cardiovascular_problems,Canadian racehorse owner
1882-01-01T00:00:00+02:00,1882-01-17,1946-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1883-01-01T00:00:00+02:00,1883-05-23,1939-01-01T00:00:00+02:00,cardiovascular_problems,Actor producer screenwriter director
1883-01-01T00:00:00+02:00,1883-04-14,1961-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1884-01-01T00:00:00+02:00,1884-08-25,1942-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1884-01-01T00:00:00+02:00,1884-06-04,1942-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1884-01-01T00:00:00+02:00,1884-02-22,1934-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1884-01-01T00:00:00+02:00,1884-03-20,1973-01-01T00:00:00+02:00,natural_death,Actor
1884-01-01T00:00:00+02:00,1884-07-10,1949-01-01T00:00:00+02:00,cardiovascular_problems,Director producer actor
1885-01-01T00:00:00+02:00,1885-10-04,1938-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1885-01-01T00:00:00+02:00,1885-07-12,1916-01-01T00:00:00+02:00,accidents_murder_and_war,English composer folk music enthusiast and soldier
1885-01-01T00:00:00+02:00,1885-09-17,1957-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1885-01-01T00:00:00+02:00,1885-04-01,1949-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1885-01-01T00:00:00+02:00,1885-10-10,1954-01-01T00:00:00+02:00,cardiovascular_problems,Sportswriter and author
1885-01-01T00:00:00+02:00,1885-12-22,1949-01-01T00:00:00+02:00,cardiovascular_problems,English bishop
1886-01-01T00:00:00+02:00,1886-04-30,1961-01-01T00:00:00+02:00,natural_death,Actor
{1886-01-01T00:00:00+02:00|1911-01-01T00:00:00+02:00},{1886-01-04|1911-10-20},1960-01-01T00:00:00+02:00,cardiovascular_problems,American aviator
1886-01-01T00:00:00+02:00,1886-12-12,1939-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1886-01-01T00:00:00+02:00,1886-01-06,1917-01-01T00:00:00+02:00,accidents_murder_and_war,British banker
1886-01-01T00:00:00+02:00,1886-01-06,1917-01-01T00:00:00+02:00,accidents_murder_and_war,British banker
{1886-01-01T00:00:00+02:00|1892-01-01T00:00:00+02:00},{1886-10-25|1892-10-25},1972-01-01T00:00:00+02:00,pneumonia,Actor
{1886-01-01T00:00:00+02:00|1892-01-01T00:00:00+02:00},{1886-10-25|1892-10-25},1972-01-01T00:00:00+02:00,cancer,Actor
1886-01-01T00:00:00+02:00,1886-07-15,1981-01-01T00:00:00+02:00,natural_death,American actor
1887-01-01T00:00:00+02:00,1887-12-23,1959-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1887-01-01T00:00:00+02:00,1887-03-24,1933-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1887-01-01T00:00:00+02:00,1887-08-15,1957-01-01T00:00:00+02:00,cardiovascular_problems,American historian and author
1887-01-01T00:00:00+02:00,1887-11-20,1946-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1887-01-01T00:00:00+02:00,1887-08-05,1972-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1887-01-01T00:00:00+02:00,1887-09-18,1944-01-01T00:00:00+02:00,cardiovascular_problems,Italian automobile designer
1887-01-01T00:00:00+02:00,1887-01-11,1963-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1887-01-01T00:00:00+02:00,1887-09-05,1938-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1888-01-01T00:00:00+02:00,1888-12-19,1962-01-01T00:00:00+02:00,cardiovascular_problems,American racehorse owner and breeder
1888-01-01T00:00:00+02:00,1888-04-20,1938-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1888-01-01T00:00:00+02:00,1888-10-06,1918-01-01T00:00:00+02:00,accidents_murder_and_war,French aviator and fighter pilot
1888-01-01T00:00:00+02:00,1888-01-01T00:00:00+02:00,1953-01-01T00:00:00+02:00,cardiovascular_problems,American painter
1888-01-01T00:00:00+02:00,1888-03-03,1955-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1888-01-01T00:00:00+02:00,1888-04-15,1954-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1888-01-01T00:00:00+02:00,1888-04-16,1950-01-01T00:00:00+02:00,cardiovascular_problems,Film director
1888-01-01T00:00:00+02:00,1888-10-21,1931-01-01T00:00:00+02:00,cardiovascular_problems,Swedish wife of Hermann Göring
1889-01-01T00:00:00+02:00,1889-09-19,1973-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1889-01-01T00:00:00+02:00,1889-10-10,1947-01-01T00:00:00+02:00,cardiovascular_problems,Dutch painter and art forger
1889-01-01T00:00:00+02:00,1889-10-17,1983-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1889-01-01T00:00:00+02:00,1889-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,cardiovascular_problems,American newspaper publisher
1889-01-01T00:00:00+02:00,1889-11-07,1953-01-01T00:00:00+02:00,cardiovascular_problems,Film director Screenwriter
1889-01-01T00:00:00+02:00,1889-01-01T00:00:00+02:00,1960-01-01T00:00:00+02:00,cardiovascular_problems,American financier and polo player
1889-01-01T00:00:00+02:00,1889-10-03,1944-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1889-01-01T00:00:00+02:00,1889-06-27,1954-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1889-01-01T00:00:00+02:00,1889-04-06,1968-01-01T00:00:00+02:00,other_respiratory_problems,Film director
1889-01-01T00:00:00+02:00,1889-07-05,1963-01-01T00:00:00+02:00,cardiovascular_problems,French poet novelist dramatist designer boxing manager and filmmaker
1889-01-01T00:00:00+02:00,1889-11-19,1966-01-01T00:00:00+02:00,cardiovascular_problems,Actor singer dancer
1890-01-01T00:00:00+02:00,1890-05-15,1956-01-01T00:00:00+02:00,cardiovascular_problems,Australian activist
1890-01-01T00:00:00+02:00,1890-06-16,1965-01-01T00:00:00+02:00,cardiovascular_problems,silent film comedian
1890-01-01T00:00:00+02:00,1890-11-01,1962-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1890-01-01T00:00:00+02:00,1890-07-27,1976-01-01T00:00:00+02:00,cardiovascular_problems,American stage and film actress
1890-01-01T00:00:00+02:00,1890-06-12,1978-01-01T00:00:00+02:00,natural_death,American actor
1890-01-01T00:00:00+02:00,1890-03-27,1926-01-01T00:00:00+02:00,accidents_murder_and_war,American aviation pioneer
1890-01-01T00:00:00+02:00,1890-12-25,1949-01-01T00:00:00+02:00,cardiovascular_problems,American cartoonist
1890-01-01T00:00:00+02:00,1890-06-01,1949-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1890-01-01T00:00:00+02:00,1890-09-09,1980-01-01T00:00:00+02:00,cancer,United States entrepreneur and businessman
1890-01-01T00:00:00+02:00,1890-09-09,1980-01-01T00:00:00+02:00,pneumonia,United States entrepreneur and businessman
1891-01-01T00:00:00+02:00,1891-02-09,1958-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1891-01-01T00:00:00+02:00,1891-08-28,1969-01-01T00:00:00+02:00,natural_death,American actor
1891-01-01T00:00:00+02:00,1891-03-12,1954-01-01T00:00:00+02:00,pneumonia,automobile industry executive
1891-01-01T00:00:00+02:00,1891-10-15,1971-01-01T00:00:00+02:00,cardiovascular_problems,American animator
1891-01-01T00:00:00+02:00,1891-01-01T00:00:00+02:00,1962-01-01T00:00:00+02:00,accidents_murder_and_war,American businessman
1892-01-01T00:00:00+02:00,1892-01-01T00:00:00+02:00,1951-01-01T00:00:00+02:00,cardiovascular_problems,Industrialist/Entrepreneur
1892-01-01T00:00:00+02:00,1892-01-21,1950-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1892-01-01T00:00:00+02:00,1892-10-25,{1941-01-01T00:00:00+02:00|1970-01-01T00:00:00+02:00},cardiovascular_problems,Vaudeville performers
1892-01-01T00:00:00+02:00,1892-01-04,1922-01-01T00:00:00+02:00,accidents_murder_and_war,American racing driver
1892-01-01T00:00:00+02:00,1892-01-04,1922-01-01T00:00:00+02:00,accidents_murder_and_war,American racing driver
1892-01-01T00:00:00+02:00,1892-04-08,1973-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1892-01-01T00:00:00+02:00,1892-12-31,1955-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1892-01-01T00:00:00+02:00,1892-12-31,1963-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1892-01-01T00:00:00+02:00,1892-05-16,1937-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1892-01-01T00:00:00+02:00,1892-01-01T00:00:00+02:00,1984-01-01T00:00:00+02:00,natural_death,Engineer
1892-01-01T00:00:00+02:00,1892-02-27,1983-01-01T00:00:00+02:00,pneumonia,Character actor
1892-01-01T00:00:00+02:00,1892-02-27,1983-01-01T00:00:00+02:00,cancer,Character actor
1892-01-01T00:00:00+02:00,1892-09-17,1977-01-01T00:00:00+02:00,cardiovascular_problems,American writer
1893-01-01T00:00:00+02:00,1893-03-28,1971-01-01T00:00:00+02:00,cardiovascular_problems,American film executive
1893-01-01T00:00:00+02:00,1893-01-08,1958-01-01T00:00:00+02:00,cardiovascular_problems,Hungarian architect
{1893-01-01T00:00:00+02:00|1894-01-01T00:00:00+02:00},{1893-07-11|1894-07-11},{1932-01-01T00:00:00+02:00|1933-01-01T00:00:00+02:00},accidents_murder_and_war,American businessman
1893-01-01T00:00:00+02:00,1893-11-02,1942-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1893-01-01T00:00:00+02:00,1893-07-18,1949-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1893-01-01T00:00:00+02:00,1893-07-24,1970-01-01T00:00:00+02:00,cardiovascular_problems,Activist
{1893-01-01T00:00:00+02:00|1895-01-01T00:00:00+02:00},{1893-06-09|1895-06-09},1936-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1893-01-01T00:00:00+02:00,1893-10-20,1940-01-01T00:00:00+02:00,cardiovascular_problems,Actor comedian director writer
1894-01-01T00:00:00+02:00,1894-02-07,1950-01-01T00:00:00+02:00,cardiovascular_problems,American lawyer
1894-01-01T00:00:00+02:00,1894-09-22,1966-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1894-01-01T00:00:00+02:00,1894-08-01,1956-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1894-01-01T00:00:00+02:00,1894-09-14,1964-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1894-01-01T00:00:00+02:00,1894-07-25,1974-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1894-01-01T00:00:00+02:00,1894-10-26,1981-01-01T00:00:00+02:00,cardiovascular_problems,American newspaper publisher
1895-01-01T00:00:00+02:00,1895-12-05,1973-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1895-01-01T00:00:00+02:00,1895-07-26,1964-01-01T00:00:00+02:00,cardiovascular_problems,Actress comedienne
1895-01-01T00:00:00+02:00,1895-03-11,1955-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1895-01-01T00:00:00+02:00,1895-10-28,1969-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1895-01-01T00:00:00+02:00,1895-02-16,1963-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1895-01-01T00:00:00+02:00,1895-06-05,1972-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1896-01-01T00:00:00+02:00,1896-01-21,1973-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1896-01-01T00:00:00+02:00,1896-01-04,1943-01-01T00:00:00+02:00,accidents_murder_and_war,American test pilot
1896-01-01T00:00:00+02:00,1896-11-19,1967-01-01T00:00:00+02:00,cardiovascular_problems,Austrian actor
1897-01-01T00:00:00+02:00,1897-11-08,1980-01-01T00:00:00+02:00,cardiovascular_problems,Social activist
1897-01-01T00:00:00+02:00,{1897-08-08|1897-10-08},1987-01-01T00:00:00+02:00,natural_death,film theatre director
1897-01-01T00:00:00+02:00,1897-08-12,1938-01-01T00:00:00+02:00,cardiovascular_problems,screenwriter
1897-01-01T00:00:00+02:00,1897-11-17,1968-01-01T00:00:00+02:00,other_respiratory_problems,Actor
{1897-01-01T00:00:00+02:00|1899-01-01T00:00:00+02:00},{1897-07-10|1899-07-10},1936-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1897-01-01T00:00:00+02:00,1897-03-08,1970-01-01T00:00:00+02:00,cardiovascular_problems,American baseball player
1897-01-01T00:00:00+02:00,1897-08-05,1954-01-01T00:00:00+02:00,cardiovascular_problems,American opera singer
1897-01-01T00:00:00+02:00,1897-11-27,1969-01-01T00:00:00+02:00,cardiovascular_problems,Italian-born American mobster
1897-01-01T00:00:00+02:00,1897-11-23,1948-01-01T00:00:00+02:00,accidents_murder_and_war,Nazi doctor and war criminal
1898-01-01T00:00:00+02:00,1898-08-16,1971-01-01T00:00:00+02:00,cardiovascular_problems,American farmer
1898-01-01T00:00:00+02:00,1898-08-10,1979-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1898-01-01T00:00:00+02:00,1898-10-28,1951-01-01T00:00:00+02:00,cardiovascular_problems,Animator
1898-01-01T00:00:00+02:00,1898-11-04,1978-01-01T00:00:00+02:00,cardiovascular_problems,provided the original voice of the Warner Brothers animation character Porky Pig. Actually had a stutter which became one of the characters trademarks
1898-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,1945-01-01T00:00:00+02:00,cardiovascular_problems,Indian politician
1898-01-01T00:00:00+02:00,1898-07-04,1965-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1899-01-01T00:00:00+02:00,1899-04-02,1961-01-01T00:00:00+02:00,cardiovascular_problems,Communist politician
1899-01-01T00:00:00+02:00,1899-07-17,1986-01-01T00:00:00+02:00,cardiovascular_problems,Actor dancer
1899-01-01T00:00:00+02:00,1899-11-11,1983-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1899-01-01T00:00:00+02:00,1899-09-01,1976-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1899-01-01T00:00:00+02:00,1899-03-15,1979-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1899-01-01T00:00:00+02:00,1899-08-29,1973-01-01T00:00:00+02:00,other_respiratory_problems,American actor
