birthYear,birthDate,deathYear,deathCause_label,profession
1790-01-01T00:00:00+02:00,1790-11-21,1831-01-01T00:00:00+02:00,accidents_murder_and_war,U.S. Army officer
1795-01-01T00:00:00+02:00,1795-07-27,1862-01-01T00:00:00+02:00,other_diseases,Australian politician
1795-01-01T00:00:00+02:00,1795-12-21,1871-01-01T00:00:00+02:00,other_diseases,Argentine physician naturalist and politician
1802-01-01T00:00:00+02:00,1802-01-01T00:00:00+02:00,1831-01-01T00:00:00+02:00,accidents_murder_and_war,American politician
1804-01-01T00:00:00+02:00,1804-01-01T00:00:00+02:00,1884-01-01T00:00:00+02:00,natural_death,NYPD police captain who participated in the Draft Riot of 1863.
1805-01-01T00:00:00+02:00,1805-01-01T00:00:00+02:00,1881-01-01T00:00:00+02:00,pneumonia,Prominent New York contractor and bondsman during the mid-to late 19th century; involved in a dispute with Daniel D. Conover over the position of NYC street commissioner resulting in the Police Riot of 1857.
1805-01-01T00:00:00+02:00,1805-09-04,1883-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1807-01-01T00:00:00+02:00,1807-01-01T00:00:00+02:00,1883-01-01T00:00:00+02:00,pneumonia,NYPD police captain who participated in the New York Draft Riots.
1807-01-01T00:00:00+02:00,1807-09-30,1873-01-01T00:00:00+02:00,cardiovascular_problems,NYPD police captain who organized the defense of several key buildings in Manhattan including the State Armory and the Union Steam Works.
1811-01-01T00:00:00+02:00,1811-01-01T00:00:00+02:00,1885-01-01T00:00:00+02:00,other_diseases,First police chief of the Brooklyn Municipal Police from 1851 to 1865 NYPD police inspector until 1870 and police superintendent from 1873 to 1875; defended both the New York Tribune and the Brooklyn Eagle during the Draft Riot of 1863.
1812-01-01T00:00:00+02:00,1812-11-07,1848-01-01T00:00:00+02:00,accidents_murder_and_war,Sri Lankan activist
1816-01-01T00:00:00+02:00,1816-12-16,1901-01-01T00:00:00+02:00,natural_death,NYPD police inspector who participated in the Draft Riot of 1863; also involved in the Cunningham-Burdell bogus baby case and Alexander T. Stewart bodysnatching case.
1816-01-01T00:00:00+02:00,1816-05-16,1877-01-01T00:00:00+02:00,pneumonia,NYPD police inspector and participant in the Police Riot of 1857 and New York Draft Riots of 1863.
{1815-01-01T00:00:00+02:00|1816-01-01T00:00:00+02:00},1816-01-01T00:00:00+02:00,1866-01-01T00:00:00+02:00,cardiovascular_problems,NYPD police inspector who commanded police during the New York Draft Riots.
1818-01-01T00:00:00+02:00,1818-01-01T00:00:00+02:00,1890-01-01T00:00:00+02:00,other_diseases,NYPD police captain who led officers during the New York Draft Riot and defended the New York waterfront and the New York Tribune.
1819-01-01T00:00:00+02:00,1819-11-22,1901-01-01T00:00:00+02:00,other_diseases,Chaplain of the United States Senate
1820-01-01T00:00:00+02:00,1820-02-17,1903-01-01T00:00:00+02:00,other_diseases,NYPD police inspector responsible for the breakup of the Slaughter House Gang and the Dutch Mob; captured murder Daniel McFarland in 1869.
1821-01-01T00:00:00+02:00,1821-11-30,1880-01-01T00:00:00+02:00,cancer,Police captain who co-led a police squad with drillmaster Theron S. Copeland during the New York Draft Riots; was also the longtime head of the Tombs Police Court.
1822-01-01T00:00:00+02:00,1822-09-09,1876-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1823-01-01T00:00:00+02:00,1823-01-01T00:00:00+02:00,1885-01-01T00:00:00+02:00,other_diseases,NYPD police inspector who helped defend the New York Tribune during the New York Draft Riots.
1823-01-01T00:00:00+02:00,1823-08-02,1892-01-01T00:00:00+02:00,other_diseases,British historian artist and politician
1823-01-01T00:00:00+02:00,1823-05-15,1892-01-01T00:00:00+02:00,pneumonia,Last Chief Engineer of the New York City Fire Department.
1827-01-01T00:00:00+02:00,1827-01-01T00:00:00+02:00,1883-01-01T00:00:00+02:00,other_diseases,NYPD police sergeant who defended the State Armory during the New York Draft Riots; founding member of the Steamboat Squad.
1830-01-01T00:00:00+02:00,1830-11-20,1900-01-01T00:00:00+02:00,cardiovascular_problems,Served as New York City postmaster from 1869-1872; an officer in the Irish Rifles and Hardtack regiment during the American Civil War.
1830-01-01T00:00:00+02:00,1830-05-19,1890-01-01T00:00:00+02:00,pneumonia,Police officer
1830-01-01T00:00:00+02:00,1830-05-19,1890-01-01T00:00:00+02:00,accidents_murder_and_war,Police officer
1830-01-01T00:00:00+02:00,1830-08-26,1899-01-01T00:00:00+02:00,other_diseases,United States general
1832-01-01T00:00:00+02:00,1832-04-08,1895-01-01T00:00:00+02:00,other_diseases,American politician
1836-01-01T00:00:00+02:00,1836-06-12,1909-01-01T00:00:00+02:00,other_diseases,Japanese politician
1836-01-01T00:00:00+02:00,1836-06-23,1898-01-01T00:00:00+02:00,other_diseases,English businessman and politician
1838-01-01T00:00:00+02:00,1838-07-08,1898-01-01T00:00:00+02:00,cancer,Union Army officer businessman philanthropist
{1838-01-01T00:00:00+02:00|1839-01-01T00:00:00+02:00},{1838-02-21|1839-01-01T00:00:00+02:00},1909-01-01T00:00:00+02:00,cardiovascular_problems,NYPD police commissioner Collector for the Port of New York and Republican candidate for the Mayor of New York in 1888.
1839-01-01T00:00:00+02:00,1839-01-01T00:00:00+02:00,1865-01-01T00:00:00+02:00,accidents_murder_and_war,English-born saloon keeper thief and underworld figure in New York City during the 1850s and early 1860s; his murder by Barney Friery was one of the highly publicized trials in the city prior to the end of the American Civil War.
1839-01-01T00:00:00+02:00,1839-07-09,1917-01-01T00:00:00+02:00,natural_death,NYPD police inspector
1841-01-01T00:00:00+02:00,1841-10-21,1896-01-01T00:00:00+02:00,accidents_murder_and_war,American rancher hanged for murder of three school board members in Park County Colorado
1841-01-01T00:00:00+02:00,1841-11-18,1888-01-01T00:00:00+02:00,cardiovascular_problems,NYPD police captain responsible for the capture of a number of high-profile criminals most notably procuress Jane the Grabber in 1875.
1842-01-01T00:00:00+02:00,1842-01-01T00:00:00+02:00,1893-01-01T00:00:00+02:00,other_diseases,NYPD police captain who fought against Tub of Blood Bunch the Battle Row and Hell's Kitchen Gangs during the 1860s 70s and 80s.
1842-01-01T00:00:00+02:00,1842-11-06,1898-01-01T00:00:00+02:00,other_diseases,Politician
1843-01-01T00:00:00+02:00,1843-08-15,1912-01-01T00:00:00+02:00,pneumonia,American politician
1844-01-01T00:00:00+02:00,{1844-10-23|1844-10-24},1912-01-01T00:00:00+02:00,other_diseases,first sheriff of Cochise County Arizona Territory
1845-01-01T00:00:00+02:00,1845-03-12,1914-01-01T00:00:00+02:00,other_diseases,Surgeon-General of New York
{1850-01-01T00:00:00+02:00|1851-01-01T00:00:00+02:00},{1850-01-01T00:00:00+02:00|1851-07-27},1917-01-01T00:00:00+02:00,pneumonia,Chief police inspector for the New York City Police Department; his testimony before the Lexow Committee helped expose police corruption within the NYPD.
1858-01-01T00:00:00+02:00,1858-03-23,1941-01-01T00:00:00+02:00,pneumonia,German politician
1859-01-01T00:00:00+02:00,1859-07-12,1924-01-01T00:00:00+02:00,accidents_murder_and_war,Russian-Canadian pacifist activist and philosopher
1859-01-01T00:00:00+02:00,1859-11-06,1917-01-01T00:00:00+02:00,other_diseases,American politician
1860-01-01T00:00:00+02:00,{1860-01-01T00:00:00+02:00|1860-03-16},1920-01-01T00:00:00+02:00,cardiovascular_problems,Political activist and social reformer who served as assistant to District Attorney Charles Whitman during the Rosenthal murder trial.
1861-01-01T00:00:00+02:00,1861-06-19,1896-01-01T00:00:00+02:00,accidents_murder_and_war,Filipino activist
1862-01-01T00:00:00+02:00,1862-07-17,{0020-01-01T00:00:00+02:00|1914-01-01T00:00:00+02:00},accidents_murder_and_war,Prime Minister of Nepal
1863-01-01T00:00:00+02:00,1863-07-28,1924-01-01T00:00:00+02:00,other_respiratory_problems,American politician
1865-01-01T00:00:00+02:00,1865-04-05,1931-01-01T00:00:00+02:00,cancer,Private detective for the Pinkerton Detective Agency from 1888-1911; served as Second Deputy Police Commissioner and headed of the NYPD Detectives Bureau from 1911-1913.
1869-01-01T00:00:00+02:00,1869-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,other_diseases,American housewife in Park County Colorado with tragic life story
1869-01-01T00:00:00+02:00,1869-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,accidents_murder_and_war,American housewife in Park County Colorado with tragic life story
1869-01-01T00:00:00+02:00,1869-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,pneumonia,American housewife in Park County Colorado with tragic life story
1870-01-01T00:00:00+02:00,1870-01-29,1942-01-01T00:00:00+02:00,cerebral_problems,Police commissioner of the New York City Police Department from 1914-1918.
1870-01-01T00:00:00+02:00,1870-01-20,1925-01-01T00:00:00+02:00,suicide,Ku Klux Klan activist
1871-01-01T00:00:00+02:00,1871-09-05,1941-01-01T00:00:00+02:00,other_diseases,Estonian diplomat and politician
1871-01-01T00:00:00+02:00,1871-05-22,1940-01-01T00:00:00+02:00,pneumonia,American politician
1872-01-01T00:00:00+02:00,{1872-10-17|1872-10-18},{1936-01-01T00:00:00+02:00|1937-01-01T00:00:00+02:00},cerebral_problems,Popular fight announcer and boxing official during the early 20th century.
1873-01-01T00:00:00+02:00,1873-09-05,1942-01-01T00:00:00+02:00,cerebral_problems,military officer
1874-01-01T00:00:00+02:00,1874-03-28,1949-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1875-01-01T00:00:00+02:00,1875-11-24,1944-01-01T00:00:00+02:00,cancer,American activist and pacifist
1877-01-01T00:00:00+02:00,1877-02-08,1945-01-01T00:00:00+02:00,suicide,German politician
1878-01-01T00:00:00+02:00,1878-10-07,1945-01-01T00:00:00+02:00,other_diseases,French politician
1879-01-01T00:00:00+02:00,1879-01-01T00:00:00+02:00,1962-01-01T00:00:00+02:00,natural_death,U.S. Army officer who served as NYPD Police Commissioner during 1914; began two-year campaign to wipe out the many street gangs active in New York City.
1879-01-01T00:00:00+02:00,1879-03-16,1919-01-01T00:00:00+02:00,other_diseases,Conservative Party politician diplomatic advisor and traveller
1879-01-01T00:00:00+02:00,1879-10-07,1915-01-01T00:00:00+02:00,accidents_murder_and_war,labor activist
1879-01-01T00:00:00+02:00,1879-11-26,1952-01-01T00:00:00+02:00,other_diseases,American activist
1881-01-01T00:00:00+02:00,1881-06-25,1962-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1883-01-01T00:00:00+02:00,1883-05-28,1966-01-01T00:00:00+02:00,accidents_murder_and_war,Indian activist
1884-01-01T00:00:00+02:00,1884-10-04,1925-01-01T00:00:00+02:00,other_diseases,Indian activist
1886-01-01T00:00:00+02:00,1886-05-25,1947-01-01T00:00:00+02:00,accidents_murder_and_war,Korean politician
1886-01-01T00:00:00+02:00,1886-11-08,1938-01-01T00:00:00+02:00,accidents_murder_and_war,Hungarian politician
1887-01-01T00:00:00+02:00,1887-04-25,1936-01-01T00:00:00+02:00,other_diseases,African royalty; French activist
1887-01-01T00:00:00+02:00,1887-10-22,1920-01-01T00:00:00+02:00,other_diseases,American journalist poet and communist activist
1890-01-01T00:00:00+02:00,1890-05-15,1956-01-01T00:00:00+02:00,cardiovascular_problems,Australian activist
1891-01-01T00:00:00+02:00,1891-03-10,1984-01-01T00:00:00+02:00,cancer,American politician
1892-01-01T00:00:00+02:00,1892-01-05,1955-01-01T00:00:00+02:00,cancer,Japanese bureaucrat cabinet minister
1893-01-01T00:00:00+02:00,1893-11-02,1942-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1893-01-01T00:00:00+02:00,1893-07-24,1970-01-01T00:00:00+02:00,cardiovascular_problems,Activist
1894-01-01T00:00:00+02:00,1894-06-28,1966-01-01T00:00:00+02:00,cancer,American political activist
1894-01-01T00:00:00+02:00,1894-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,accidents_murder_and_war,Polish politician social worker activist and diplomat
1897-01-01T00:00:00+02:00,1897-11-08,1980-01-01T00:00:00+02:00,cardiovascular_problems,Social activist
1898-01-01T00:00:00+02:00,1898-08-23,1933-01-01T00:00:00+02:00,other_diseases,British politician
1898-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,1945-01-01T00:00:00+02:00,cardiovascular_problems,Indian politician
1899-01-01T00:00:00+02:00,1899-04-02,1961-01-01T00:00:00+02:00,cardiovascular_problems,Communist politician
1901-01-01T00:00:00+02:00,1901-03-01,1975-01-01T00:00:00+02:00,suicide,American politician and felon
1901-01-01T00:00:00+02:00,1901-01-01T00:00:00+02:00,{1991-01-01T00:00:00+02:00|1999-01-01T00:00:00+02:00},other_diseases,Author politician
1904-01-01T00:00:00+02:00,1904-04-11,1920-01-01T00:00:00+02:00,other_diseases,North Dakota country school student who died saving her brother and sister during a March 1920 blizzard.
1905-01-01T00:00:00+02:00,1905-09-30,1982-01-01T00:00:00+02:00,other_diseases,Greek politician
1905-01-01T00:00:00+02:00,1905-09-30,1982-01-01T00:00:00+02:00,cardiovascular_problems,Greek politician
1906-01-01T00:00:00+02:00,1906-06-09,1988-01-01T00:00:00+02:00,cardiovascular_problems,British politician
1906-01-01T00:00:00+02:00,1906-11-15,1968-01-01T00:00:00+02:00,other_diseases,Australian activist
1906-01-01T00:00:00+02:00,1906-03-03,1995-01-01T00:00:00+02:00,cerebral_problems,American diplomat
1906-01-01T00:00:00+02:00,1906-03-19,1962-01-01T00:00:00+02:00,accidents_murder_and_war,Nazi SS officer who played a key role in the Holocaust
1907-01-01T00:00:00+02:00,1907-06-01,1996-01-01T00:00:00+02:00,cancer,RAF officer Jet engine pioneer
1907-01-01T00:00:00+02:00,1907-11-15,1944-01-01T00:00:00+02:00,accidents_murder_and_war,German army officer and Catholic aristocrat
1908-01-01T00:00:00+02:00,1908-08-06,1944-01-01T00:00:00+02:00,cardiovascular_problems,American actor best known for playing Marvel Comics' Captain America in the 1943 film serial
1908-01-01T00:00:00+02:00,1908-04-13,1924-01-01T00:00:00+02:00,other_diseases,American politician
1908-01-01T00:00:00+02:00,1908-10-21,1943-01-01T00:00:00+02:00,accidents_murder_and_war,Politician
1909-01-01T00:00:00+02:00,1909-08-11,1969-01-01T00:00:00+02:00,suicide,Chinese politician
1909-01-01T00:00:00+02:00,1909-12-09,2000-01-01T00:00:00+02:00,cardiovascular_problems,Actor Naval officer
1911-01-01T00:00:00+02:00,1911-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,accidents_murder_and_war,Hindu activist and entrepreneur
1912-01-01T00:00:00+02:00,1912-05-11,1979-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1912-01-01T00:00:00+02:00,1912-08-15,2008-01-01T00:00:00+02:00,pneumonia,American politician
1912-01-01T00:00:00+02:00,1912-07-06,1941-01-01T00:00:00+02:00,other_diseases,British civil servant
1913-01-01T00:00:00+02:00,1913-10-25,1977-01-01T00:00:00+02:00,other_diseases,American activist
1914-01-01T00:00:00+02:00,{1914-04-15|1914-04-25},1965-01-01T00:00:00+02:00,cardiovascular_problems,American screenwriter and political activist
1915-01-01T00:00:00+02:00,1915-06-17,2012-01-01T00:00:00+02:00,natural_death,American businessman; founder chairman and CEO of Cubic Corporation; college baseball basketball football and track athlete; also played early semi-professional football for the Richmond Arrows
1917-01-01T00:00:00+02:00,1917-02-05,1956-01-01T00:00:00+02:00,accidents_murder_and_war,Algerian politician
1918-01-01T00:00:00+02:00,1918-01-14,1999-01-01T00:00:00+02:00,pneumonia,Assassin of South African Prime Minister Hendrik Verwoerd
1918-01-01T00:00:00+02:00,1918-01-14,1999-01-01T00:00:00+02:00,cardiovascular_problems,Assassin of South African Prime Minister Hendrik Verwoerd
1919-01-01T00:00:00+02:00,1919-04-13,1995-01-01T00:00:00+02:00,accidents_murder_and_war,American atheist activist
1919-01-01T00:00:00+02:00,1919-04-20,2013-01-01T00:00:00+02:00,cerebral_problems,Texas lawyer and politician
1919-01-01T00:00:00+02:00,1919-11-13,{2003-01-01T00:00:00+02:00|2013-01-01T00:00:00+02:00},cancer,General Superintendent of the Pillar of Fire Church
1919-01-01T00:00:00+02:00,1919-11-10,2013-01-01T00:00:00+02:00,other_diseases,Russian general
1920-01-01T00:00:00+02:00,1920-01-12,1999-01-01T00:00:00+02:00,other_diseases,African Americans' rights activist
1920-01-01T00:00:00+02:00,1920-02-25,1992-01-01T00:00:00+02:00,cardiovascular_problems,American diplomat
1922-01-01T00:00:00+02:00,1922-02-10,1972-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1923-01-01T00:00:00+02:00,1923-03-14,2010-01-01T00:00:00+02:00,cancer,Burmese politician
1923-01-01T00:00:00+02:00,1923-11-21,2006-01-01T00:00:00+02:00,cancer,Chinese politician
1926-01-01T00:00:00+02:00,1926-03-06,1980-01-01T00:00:00+02:00,accidents_murder_and_war,South Korean admiral
1927-01-01T00:00:00+02:00,1927-09-16,1992-01-01T00:00:00+02:00,cerebral_problems,Actor politician
1927-01-01T00:00:00+02:00,1927-09-11,1996-01-01T00:00:00+02:00,accidents_murder_and_war,American politician
1927-01-01T00:00:00+02:00,1927-06-19,1998-01-01T00:00:00+02:00,cancer,American activist
1927-01-01T00:00:00+02:00,1927-12-20,1991-01-01T00:00:00+02:00,cancer,American lawyer and politician
1928-01-01T00:00:00+02:00,1928-04-23,2014-01-01T00:00:00+02:00,other_respiratory_problems,American actress diplomat
1928-01-01T00:00:00+02:00,1928-10-01,1994-01-01T00:00:00+02:00,pneumonia,Actor politician and United States Marine
1929-01-01T00:00:00+02:00,1929-01-01T00:00:00+02:00,2011-01-01T00:00:00+02:00,cardiovascular_problems,Burmese civil servant
1930-01-01T00:00:00+02:00,1930-04-19,1994-01-01T00:00:00+02:00,cancer,Actor activist
1932-01-01T00:00:00+02:00,1932-04-13,1976-01-01T00:00:00+02:00,accidents_murder_and_war,Chilean economist and diplomat
1933-01-01T00:00:00+02:00,1933-06-30,2012-01-01T00:00:00+02:00,cardiovascular_problems,English politician
1933-01-01T00:00:00+02:00,1933-01-16,2004-01-01T00:00:00+02:00,other_diseases,Writer activist
1935-01-01T00:00:00+02:00,1935-05-28,2011-01-01T00:00:00+02:00,other_diseases,Tennessee politician
1936-01-01T00:00:00+02:00,1936-09-05,2005-01-01T00:00:00+02:00,cerebral_problems,Baron Alexander of Weedon Banker barrister politician Chancellor of the University of Exeter
1936-01-01T00:00:00+02:00,1936-05-11,2013-01-01T00:00:00+02:00,other_respiratory_problems,American street gang leader and activist
1936-01-01T00:00:00+02:00,1936-06-16,2000-01-01T00:00:00+02:00,other_diseases,Australian Aboriginal activist and football (soccer) player coach and administrator
1937-01-01T00:00:00+02:00,1937-07-22,2012-01-01T00:00:00+02:00,cardiovascular_problems,Dominican Republic politician
1937-01-01T00:00:00+02:00,1937-07-12,2007-01-01T00:00:00+02:00,other_respiratory_problems,British politician
1938-01-01T00:00:00+02:00,1938-03-16,2005-01-01T00:00:00+02:00,cancer,American gay-rights activist
1938-01-01T00:00:00+02:00,1938-08-02,2006-01-01T00:00:00+02:00,cancer,Falkland Islands police officer
1939-01-01T00:00:00+02:00,1939-11-10,2012-01-01T00:00:00+02:00,cancer,Oglala Lakota activist for the rights of Native American people
1939-01-01T00:00:00+02:00,1939-11-06,1964-01-01T00:00:00+02:00,accidents_murder_and_war,American civil rights activist
1940-01-01T00:00:00+02:00,1940-03-07,1979-01-01T00:00:00+02:00,other_diseases,German student activist
1940-01-01T00:00:00+02:00,1940-10-31,1993-01-01T00:00:00+02:00,cancer,American gay-rights activist
1941-01-01T00:00:00+02:00,{1941-02-03|1941-02-06},2013-01-01T00:00:00+02:00,other_diseases,American politician
1941-01-01T00:00:00+02:00,{1941-02-03|1941-02-06},2013-01-01T00:00:00+02:00,cerebral_problems,American politician
1941-01-01T00:00:00+02:00,1941-10-10,1995-01-01T00:00:00+02:00,accidents_murder_and_war,Nigerian activist
1942-01-01T00:00:00+02:00,1942-08-20,2009-01-01T00:00:00+02:00,accidents_murder_and_war,American historian and human rights activist
1942-01-01T00:00:00+02:00,1942-01-01T00:00:00+02:00,1988-01-01T00:00:00+02:00,accidents_murder_and_war,Sri Lankan activist
1942-01-01T00:00:00+02:00,1942-12-26,2013-01-01T00:00:00+02:00,cancer,American human rights activist
1943-01-01T00:00:00+02:00,1943-04-02,2003-01-01T00:00:00+02:00,accidents_murder_and_war,Italian lawyer and activist
1943-01-01T00:00:00+02:00,1943-01-05,1998-01-01T00:00:00+02:00,suicide,Spanish euthanesia activist
1944-01-01T00:00:00+02:00,1944-01-05,2014-01-01T00:00:00+02:00,accidents_murder_and_war,Irish-British entrepreneur and politician
1944-01-01T00:00:00+02:00,1944-02-28,2013-01-01T00:00:00+02:00,cancer,American diplomat
1944-01-01T00:00:00+02:00,1944-07-18,2010-01-01T00:00:00+02:00,accidents_murder_and_war,Haitian-Canadian geographer author and politician
1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,1981-01-01T00:00:00+02:00,accidents_murder_and_war,Iranian activist cleric and politician
1945-01-01T00:00:00+02:00,1945-09-20,1996-01-01T00:00:00+02:00,accidents_murder_and_war,Brazilian politician
1945-01-01T00:00:00+02:00,1945-05-28,1996-01-01T00:00:00+02:00,cardiovascular_problems,American activist
1945-01-01T00:00:00+02:00,1945-01-30,1987-01-01T00:00:00+02:00,accidents_murder_and_war,Ugandan politician
1946-01-01T00:00:00+02:00,1946-06-17,2001-01-01T00:00:00+02:00,accidents_murder_and_war,Russian dissident and activist
1947-01-01T00:00:00+02:00,1947-03-20,2009-01-01T00:00:00+02:00,other_respiratory_problems,American activist
1947-01-01T00:00:00+02:00,1947-01-23,2012-01-01T00:00:00+02:00,other_diseases,American politician
1948-01-01T00:00:00+02:00,1948-02-19,2002-01-01T00:00:00+02:00,accidents_murder_and_war,Dutch politician civil servant sociologist author and professor. Assassinated during the 2002 Dutch national election campaign.
1948-01-01T00:00:00+02:00,1948-01-01T00:00:00+02:00,2010-01-01T00:00:00+02:00,cancer,Australian activist
1950-01-01T00:00:00+02:00,{1950-01-01T00:00:00+02:00|1950-10-11},1992-01-01T00:00:00+02:00,other_diseases,Canadian politician
1951-01-01T00:00:00+02:00,1951-06-24,2012-01-01T00:00:00+02:00,accidents_murder_and_war,Homeless cross-dressing activist
1955-01-01T00:00:00+02:00,1955-10-03,2006-01-01T00:00:00+02:00,natural_death,U.S. state politician
1956-01-01T00:00:00+02:00,1956-03-02,2001-01-01T00:00:00+02:00,accidents_murder_and_war,fire battalion chief
1956-01-01T00:00:00+02:00,1956-02-27,1987-01-01T00:00:00+02:00,accidents_murder_and_war,Afghan activist
1958-01-01T00:00:00+02:00,1958-07-28,1981-01-01T00:00:00+02:00,other_diseases,Canadian athlete and cancer activist
1958-01-01T00:00:00+02:00,1958-02-25,2006-01-01T00:00:00+02:00,accidents_murder_and_war,Norwegian fatality in police custody
1958-01-01T00:00:00+02:00,1958-02-03,2007-01-01T00:00:00+02:00,cancer,American activist
1958-01-01T00:00:00+02:00,1958-01-01T00:00:00+02:00,2013-01-01T00:00:00+02:00,accidents_murder_and_war,Kurdish activist co-founder of PKK
1960-01-01T00:00:00+02:00,1960-06-25,1998-01-01T00:00:00+02:00,accidents_murder_and_war,Unlawfully killed in police custody in Kingston upon Hull England.
1960-01-01T00:00:00+02:00,1960-01-01T00:00:00+02:00,1978-01-01T00:00:00+02:00,accidents_murder_and_war,Murdered Singaporean policeman
1961-01-01T00:00:00+02:00,1961-03-17,2006-01-01T00:00:00+02:00,cancer,Actress singer activist
1966-01-01T00:00:00+02:00,1966-10-03,2000-01-01T00:00:00+02:00,accidents_murder_and_war,Israeli politician
1966-01-01T00:00:00+02:00,1966-02-27,1992-01-01T00:00:00+02:00,pneumonia,AIDS activist
1967-01-01T00:00:00+02:00,1967-05-15,2010-01-01T00:00:00+02:00,other_diseases,Cuban activist
1967-01-01T00:00:00+02:00,1967-04-26,1993-01-01T00:00:00+02:00,accidents_murder_and_war,American activist and scholar
1967-01-01T00:00:00+02:00,1967-04-26,1993-01-01T00:00:00+02:00,other_diseases,American activist and scholar
1968-01-01T00:00:00+02:00,1968-02-11,2008-01-01T00:00:00+02:00,other_diseases,Died in police custody in Brixton England.
1968-01-01T00:00:00+02:00,1968-02-11,2008-01-01T00:00:00+02:00,cardiovascular_problems,Died in police custody in Brixton England.
1968-01-01T00:00:00+02:00,1968-02-11,2008-01-01T00:00:00+02:00,accidents_murder_and_war,Died in police custody in Brixton England.
1968-01-01T00:00:00+02:00,1968-02-11,2008-01-01T00:00:00+02:00,cardiovascular_problems,Died in police custody in Brixton England.
1970-01-01T00:00:00+02:00,1970-08-23,1993-01-01T00:00:00+02:00,cardiovascular_problems,American actor musician and activist
1970-01-01T00:00:00+02:00,1970-01-09,2007-01-01T00:00:00+02:00,accidents_murder_and_war,Pakistani civil servant
1972-01-01T00:00:00+02:00,1972-02-29,1994-01-01T00:00:00+02:00,other_diseases,Cuban activist
